year,team,team_code,shirt_number,player,position,position_group,rating,is_legend
1990,Yugoslavia,yug,4,Vulić,Centre-back,Defence,76,false
1990,Yugoslavia,yug,21,Panadić,Centre-back,Defence,72,false
1990,Yugoslavia,yug,10,Stojković,Defensive midfielder,Midfield,90,false
1990,Yugoslavia,yug,15,Prosinečki,Defensive midfielder,Midfield,86,false
1990,Yugoslavia,yug,8,Sušić,Attacking midfielder,Midfield,85,false
1990,Yugoslavia,yug,19,Savićević,Attacking midfielder,Midfield,84,false
1990,Yugoslavia,yug,13,Katanec,Defensive midfielder,Midfield,80,false
1990,Yugoslavia,yug,16,Šabanadžović,Defensive midfielder,Midfield,77,false
1990,Yugoslavia,yug,18,Baljić,Midfielder,Midfield,74,false
1990,Yugoslavia,yug,9,Pančev,Centre-forward,Attack,84,false
1990,Yugoslavia,yug,11,Vujović,Centre-forward,Attack,80,false
1990,Yugoslavia,yug,20,Šuker,Centre-forward,Attack,79,false
1990,Yugoslavia,yug,14,Bokšić,Centre-forward,Attack,78,false
1990,England,eng,1,Shilton,Goalkeeper,Goalkeepers,82,true
1990,England,eng,13,Woods,Goalkeeper,Goalkeepers,72,false
1990,England,eng,22,Beasant,Goalkeeper,Goalkeepers,68,false
1990,England,eng,3,Pearce,Left-back,Defence,82,false
1990,England,eng,5,Des Walker,Centre-back,Defence,80,false
1990,England,eng,6,Butcher,Centre-back,Defence,78,false
1990,England,eng,12,Parker,Right-back,Defence,76,false
1990,England,eng,14,Wright,Centre-back,Defence,76,false
1990,England,eng,2,Stevens,Right-back,Defence,75,false
1990,England,eng,15,Dorigo,Left-back,Defence,72,false
1990,England,eng,19,Gascoigne,Midfielder,Midfield,88,true
1990,England,eng,9,Beardsley,Attacking midfielder,Midfield,82,false
1990,England,eng,7,Robson,Defensive midfielder,Midfield,80,true
1990,England,eng,17,Platt,Defensive midfielder,Midfield,78,false
1990,England,eng,16,McMahon,Defensive midfielder,Midfield,74,false
1990,England,eng,4,Webb,Midfielder,Midfield,73,false
1990,England,eng,18,Hodge,Left midfielder,Midfield,72,false
1990,England,eng,10,Lineker,Centre-forward,Attack,88,true
1990,England,eng,8,Waddle,Right winger,Attack,84,false
1990,England,eng,11,Barnes,Left winger,Attack,84,false
1990,England,eng,20,Steven,Right winger,Attack,74,false
1990,England,eng,21,Bull,Centre-forward,Attack,70,false
1990,Argentina,arg,12,Goycochea,Goalkeeper,Goalkeepers,83,false
1990,Argentina,arg,1,Pumpido,Goalkeeper,Goalkeepers,79,false
1990,Argentina,arg,22,Cancelarich,Goalkeeper,Goalkeepers,66,false
1990,Argentina,arg,19,Ruggeri,Centre-back,Defence,83,false
1990,Argentina,arg,17,Sensini,Centre-back,Defence,78,false
1990,Argentina,arg,16,Olarticoechea,Left-back,Defence,76,false
1990,Argentina,arg,20,Simón,Centre-back,Defence,76,false
1990,Argentina,arg,5,Bauza,Centre-back,Defence,74,false
1990,Argentina,arg,18,Serrizuela,Right-back,Defence,74,false
1990,Argentina,arg,11,Fabbri,Centre-back,Defence,73,false
1990,Argentina,arg,13,Lorenzo,Centre-back,Defence,73,false
1990,Argentina,arg,15,Monzón,Left-back,Defence,73,false
1990,Argentina,arg,10,Maradona,Attacking midfielder,Midfield,92,true
1990,Argentina,arg,7,Burruchaga,Right midfielder,Midfield,81,false
1990,Argentina,arg,2,Batista,Defensive midfielder,Midfield,80,false
1990,Argentina,arg,14,Giusti,Defensive midfielder,Midfield,78,false
1990,Argentina,arg,4,Basualdo,Right midfielder,Midfield,77,false
1990,Argentina,arg,6,Calderón,Left midfielder,Midfield,76,false
1990,Argentina,arg,21,Troglio,Defensive midfielder,Midfield,75,false
1990,Argentina,arg,8,Caniggia,Right winger,Attack,84,false
1990,Argentina,arg,3,Balbo,Centre-forward,Attack,77,false
1990,Argentina,arg,9,Dezotti,Centre-forward,Attack,72,false
1990,Czech Republic,cze,1,Stejskal,Goalkeeper,Goalkeepers,78,false
1990,Czech Republic,cze,21,Mikloško,Goalkeeper,Goalkeepers,78,false
1990,Czech Republic,cze,9,Kubík,Centre-back,Defence,80,false
1990,Czech Republic,cze,3,Kadlec,Centre-back,Defence,79,false
1990,Czech Republic,cze,5,Kocian,Centre-back,Defence,78,false
1990,Czech Republic,cze,6,Straka,Centre-back,Defence,77,false
1990,Czech Republic,cze,14,Weiss,Right-back,Defence,75,false
1990,Czech Republic,cze,2,Bielik,Centre-back,Defence,74,false
1990,Czech Republic,cze,15,Kinier,Centre-back,Defence,73,false
1990,Czech Republic,cze,22,Palúch,Left-back,Defence,73,false
1990,Czech Republic,cze,11,Moravčík,Left midfielder,Midfield,82,false
1990,Czech Republic,cze,4,Hašek,Defensive midfielder,Midfield,81,false
1990,Czech Republic,cze,8,Chovanec,Defensive midfielder,Midfield,80,false
1990,Czech Republic,cze,7,Bílek,Attacking midfielder,Midfield,78,false
1990,Czech Republic,cze,13,Němec,Midfielder,Midfield,76,false
1990,Czech Republic,cze,20,Němeček,Midfielder,Midfield,75,false
1990,Czech Republic,cze,16,Hýravý,Right midfielder,Midfield,73,false
1990,Czech Republic,cze,10,Skuhravý,Centre-forward,Attack,82,false
1990,Czech Republic,cze,18,Luhový,Centre-forward,Attack,78,false
1990,Czech Republic,cze,17,Knoflíček,Left winger,Attack,77,false
1990,Czech Republic,cze,19,Griga,Centre-forward,Attack,77,false
1990,Czech Republic,cze,12,Fieber,Right winger,Attack,74,false
1990,Romania,rou,1,Lung,Goalkeeper,Goalkeepers,78,false
1990,Romania,rou,12,Stelea,Goalkeeper,Goalkeepers,74,false
1990,Romania,rou,22,Liliac,Goalkeeper,Goalkeepers,68,false
1990,Romania,rou,6,Popescu,Centre-back,Defence,87,true
1990,Romania,rou,4,Andone,Centre-back,Defence,76,false
1990,Romania,rou,2,Rednic,Right-back,Defence,75,false
1990,Romania,rou,3,Klein,Left-back,Defence,74,false
1990,Romania,rou,19,Săndoi,Centre-back,Defence,73,false
1990,Romania,rou,13,A. Popescu,Centre-back,Defence,72,false
1990,Romania,rou,10,Hagi,Attacking midfielder,Midfield,89,true
1990,Romania,rou,8,Sabău,Attacking midfielder,Midfield,78,false
1990,Romania,rou,15,Mateuț,Attacking midfielder,Midfield,78,false
1990,Romania,rou,5,I. Rotariu,Defensive midfielder,Midfield,76,false
1990,Romania,rou,11,Lupu,Attacking midfielder,Midfield,76,false
1990,Romania,rou,21,Lupescu,Defensive midfielder,Midfield,76,false
1990,Romania,rou,16,Timofte,Defensive midfielder,Midfield,75,false
1990,Romania,rou,20,Muzsnay,Defensive midfielder,Midfield,73,false
1990,Romania,rou,14,Răducioiu,Centre-forward,Attack,84,false
1990,Romania,rou,7,Lăcătuș,Left winger,Attack,82,false
1990,Romania,rou,17,Dumitrescu,Centre-forward,Attack,80,false
1990,Romania,rou,18,Balint,Right winger,Attack,79,false
1990,Romania,rou,9,Cămătaru,Centre-forward,Attack,75,false
1990,Colombia,col,1,Higuita,Goalkeeper,Goalkeepers,84,true
1990,Colombia,col,12,Niño,Goalkeeper,Goalkeepers,71,false
1990,Colombia,col,2,A. Escobar,Centre-back,Defence,81,false
1990,Colombia,col,15,Perea,Centre-back,Defence,78,false
1990,Colombia,col,4,L. Herrera,Right-back,Defence,76,false
1990,Colombia,col,18,Cabrera,Left-back,Defence,75,false
1990,Colombia,col,3,G. Gómez,Centre-back,Defence,73,false
1990,Colombia,col,21,Mendoza,Left-back,Defence,73,false
1990,Colombia,col,6,Pérez,Centre-back,Defence,72,false
1990,Colombia,col,17,Cassiani,Left-back,Defence,71,false
1990,Colombia,col,13,Hoyos,Centre-back,Defence,70,false
1990,Colombia,col,10,Valderrama,Attacking midfielder,Midfield,85,true
1990,Colombia,col,19,Rincón,Defensive midfielder,Midfield,83,false
1990,Colombia,col,14,Álvarez,Defensive midfielder,Midfield,80,false
1990,Colombia,col,11,Redín,Attacking midfielder,Midfield,77,false
1990,Colombia,col,8,Barrabás Gómez,Defensive midfielder,Midfield,76,false
1990,Colombia,col,5,León Villa,Defensive midfielder,Midfield,72,false
1990,Colombia,col,20,Fajardo,Left midfielder,Midfield,70,false
1990,Colombia,col,16,Iguarán,Centre-forward,Attack,80,false
1990,Colombia,col,22,Hernández,Centre-forward,Attack,74,false
1990,Colombia,col,7,Estrada,Right winger,Attack,72,false
1990,Colombia,col,9,Guerrero,Left winger,Attack,72,false
1990,Ireland,irl,1,Bonner,Goalkeeper,Goalkeepers,78,false
1990,Ireland,irl,22,Peyton,Goalkeeper,Goalkeepers,73,false
1990,Ireland,irl,7,McGrath,Centre-back,Defence,84,true
1990,Ireland,irl,3,Staunton,Left-back,Defence,78,false
1990,Ireland,irl,4,McCarthy,Centre-back,Defence,78,false
1990,Ireland,irl,5,Moran,Centre-back,Defence,78,false
1990,Ireland,irl,12,O'Leary,Centre-back,Defence,77,false
1990,Ireland,irl,2,Morris,Right-back,Defence,75,false
1990,Ireland,irl,14,Hughton,Left-back,Defence,74,false
1990,Ireland,irl,6,Whelan,Midfielder,Midfield,78,false
1990,Ireland,irl,8,Houghton,Defensive midfielder,Midfield,78,false
1990,Ireland,irl,11,Sheedy,Left midfielder,Midfield,78,false
1990,Ireland,irl,13,Townsend,Midfielder,Midfield,78,false
1990,Ireland,irl,16,Sheridan,Midfielder,Midfield,75,false
1990,Ireland,irl,21,McLoughlin,Midfielder,Midfield,73,false
1990,Ireland,irl,9,Aldridge,Centre-forward,Attack,79,false
1990,Ireland,irl,17,Quinn,Centre-forward,Attack,78,false
1990,Ireland,irl,10,Cascarino,Centre-forward,Attack,76,false
1990,Ireland,irl,18,Stapleton,Centre-forward,Attack,74,false
1990,Ireland,irl,15,Slaven,Centre-forward,Attack,73,false
1990,Ireland,irl,19,Kelly,Centre-forward,Attack,73,false
1990,Ireland,irl,20,Byrne,Centre-forward,Attack,73,false
1990,Egypt,egy,1,Shobair,Goalkeeper,Goalkeepers,77,false
1990,Egypt,egy,21,Taher,Goalkeeper,Goalkeepers,72,false
1990,Egypt,egy,22,El-Batal,Goalkeeper,Goalkeepers,72,false
1990,Egypt,egy,4,Ramzy,Centre-back,Defence,78,false
1990,Egypt,egy,2,Ibrahim Hassan,Right-back,Defence,77,false
1990,Egypt,egy,11,Soliman,Left-back,Defence,76,false
1990,Egypt,egy,5,Yakan,Centre-back,Defence,75,false
1990,Egypt,egy,13,Ahmed Ramzy,Right-back,Defence,74,false
1990,Egypt,egy,14,Maihoub,Centre-back,Defence,73,false
1990,Egypt,egy,8,Abdelghani,Defensive midfielder,Midfield,78,false
1990,Egypt,egy,3,Yassin,Defensive midfielder,Midfield,77,false
1990,Egypt,egy,6,Kasem,Midfielder,Midfield,76,false
1990,Egypt,egy,7,Youssef,Defensive midfielder,Midfield,76,false
1990,Egypt,egy,15,Eid,Left midfielder,Midfield,73,false
1990,Egypt,egy,16,Tolba,Defensive midfielder,Midfield,73,false
1990,Egypt,egy,17,Shawky,Attacking midfielder,Midfield,73,false
1990,Egypt,egy,18,Orabi,Midfielder,Midfield,72,false
1990,Egypt,egy,9,Hossam Hassan,Centre-forward,Attack,79,false
1990,Egypt,egy,10,Abdelhamid,Left winger,Attack,77,false
1990,Egypt,egy,12,Abouzeid,Right winger,Attack,76,false
1990,Egypt,egy,20,El-Kass,Centre-forward,Attack,74,false
1990,Egypt,egy,19,Abdel Rahman,Centre-forward,Attack,73,false
1990,Cameroon,cmr,16,N'Kono,Goalkeeper,Goalkeepers,80,true
1990,Cameroon,cmr,1,Bell,Goalkeeper,Goalkeepers,76,false
1990,Cameroon,cmr,22,Songo'o,Goalkeeper,Goalkeepers,70,false
1990,Cameroon,cmr,6,Kundé,Centre-back,Defence,78,false
1990,Cameroon,cmr,14,Tataw,Right-back,Defence,76,false
1990,Cameroon,cmr,2,Kana-Biyik,Centre-back,Defence,75,false
1990,Cameroon,cmr,4,Massing,Centre-back,Defence,74,false
1990,Cameroon,cmr,17,N'Dip,Centre-back,Defence,72,false
1990,Cameroon,cmr,5,Ebwellé,Left-back,Defence,71,false
1990,Cameroon,cmr,13,Pagal,Left-back,Defence,71,false
1990,Cameroon,cmr,12,Yombi,Centre-back,Defence,66,false
1990,Cameroon,cmr,20,Makanaky,Left midfielder,Midfield,77,false
1990,Cameroon,cmr,10,M'Fédé,Left midfielder,Midfield,75,false
1990,Cameroon,cmr,8,Mbouh,Defensive midfielder,Midfield,74,false
1990,Cameroon,cmr,3,Onana,Defensive midfielder,Midfield,72,false
1990,Cameroon,cmr,21,Maboang,Defensive midfielder,Midfield,70,false
1990,Cameroon,cmr,15,Libiih,Defensive midfielder,Midfield,68,false
1990,Cameroon,cmr,19,Feutmba,Defensive midfielder,Midfield,67,false
1990,Cameroon,cmr,9,Milla,Centre-forward,Attack,88,true
1990,Cameroon,cmr,7,Omam-Biyik,Centre-forward,Attack,80,false
1990,Cameroon,cmr,11,Ekéké,Centre-forward,Attack,73,false
1990,Cameroon,cmr,18,Djonkep,Left winger,Attack,70,false
1994,Germany,ger,1,Illgner,Goalkeeper,Goalkeepers,85,false
1994,Germany,ger,22,Kahn,Goalkeeper,Goalkeepers,84,false
1994,Germany,ger,12,Köpke,Goalkeeper,Goalkeepers,82,false
1994,Germany,ger,16,Sammer,Centre-back,Defence,87,true
1994,Germany,ger,3,Brehme,Left-back,Defence,86,false
1994,Germany,ger,4,Kohler,Centre-back,Defence,86,false
1994,Germany,ger,6,Buchwald,Centre-back,Defence,83,false
1994,Germany,ger,5,Helmer,Centre-back,Defence,82,false
1994,Germany,ger,14,Berthold,Right-back,Defence,81,false
1994,Germany,ger,10,Matthäus,Midfielder,Midfield,90,true
1994,Germany,ger,7,Möller,Attacking midfielder,Midfield,85,false
1994,Germany,ger,20,Effenberg,Midfielder,Midfield,84,false
1994,Germany,ger,8,Häßler,Right midfielder,Midfield,83,false
1994,Germany,ger,2,Strunz,Defensive midfielder,Midfield,78,false
1994,Germany,ger,21,Basler,Left midfielder,Midfield,78,false
1994,Germany,ger,15,Gaudino,Midfielder,Midfield,73,false
1994,Germany,ger,18,Klinsmann,Centre-forward,Attack,88,true
1994,Germany,ger,13,Völler,Centre-forward,Attack,86,false
1994,Germany,ger,9,Riedle,Centre-forward,Attack,81,false
1994,Germany,ger,19,Kirsten,Centre-forward,Attack,80,false
1994,Germany,ger,11,Kuntz,Centre-forward,Attack,77,false
1994,Germany,ger,17,Wagner,Centre-forward,Attack,70,false
1994,Netherlands,ned,1,De Goey,Goalkeeper,Goalkeepers,82,false
1994,Netherlands,ned,22,Snelders,Goalkeeper,Goalkeepers,78,false
1994,Netherlands,ned,13,Van der Sar,Goalkeeper,Goalkeepers,77,false
1994,Netherlands,ned,4,R. Koeman,Centre-back,Defence,90,true
1994,Netherlands,ned,2,F. de Boer,Right-back,Defence,83,false
1994,Netherlands,ned,15,Blind,Centre-back,Defence,80,false
1994,Netherlands,ned,16,Numan,Left-back,Defence,79,false
1994,Netherlands,ned,18,Valckx,Centre-back,Defence,77,false
1994,Netherlands,ned,14,Van Gobbel,Centre-back,Defence,76,false
1994,Netherlands,ned,21,De Wolf,Centre-back,Defence,76,false
1994,Netherlands,ned,3,Rijkaard,Midfielder,Midfield,87,true
1994,Netherlands,ned,20,Winter,Defensive midfielder,Midfield,83,false
1994,Netherlands,ned,8,Jonk,Midfielder,Midfield,82,false
1994,Netherlands,ned,9,R. de Boer,Attacking midfielder,Midfield,82,false
1994,Netherlands,ned,6,Wouters,Right midfielder,Midfield,80,false
1994,Netherlands,ned,5,Witschge,Attacking midfielder,Midfield,78,false
1994,Netherlands,ned,10,Bergkamp,Centre-forward,Attack,91,true
1994,Netherlands,ned,7,Overmars,Left winger,Attack,86,false
1994,Netherlands,ned,11,Roy,Left winger,Attack,82,false
1994,Netherlands,ned,19,Van Vossen,Centre-forward,Attack,79,false
1994,Netherlands,ned,12,Bosman,Centre-forward,Attack,75,false
1994,Netherlands,ned,17,Taument,Right winger,Attack,74,false
1994,Brazil,bra,1,Taffarel,Goalkeeper,Goalkeepers,83,false
1994,Brazil,bra,12,Zetti,Goalkeeper,Goalkeepers,72,false
1994,Brazil,bra,22,Gilmar Rinaldi,Goalkeeper,Goalkeepers,68,false
1994,Brazil,bra,2,Jorginho,Right-back,Defence,84,false
1994,Brazil,bra,13,Aldair,Centre-back,Defence,84,false
1994,Brazil,bra,14,Cafu,Right-back,Defence,82,true
1994,Brazil,bra,16,Leonardo,Left-back,Defence,80,false
1994,Brazil,bra,6,Branco,Left-back,Defence,79,false
1994,Brazil,bra,15,Márcio Santos,Centre-back,Defence,76,false
1994,Brazil,bra,3,Ricardo Rocha,Centre-back,Defence,75,false
1994,Brazil,bra,4,Ronaldão,Centre-back,Defence,71,false
1994,Brazil,bra,8,Dunga,Defensive midfielder,Midfield,88,false
1994,Brazil,bra,5,Mauro Silva,Defensive midfielder,Midfield,82,false
1994,Brazil,bra,10,Raí,Attacking midfielder,Midfield,80,false
1994,Brazil,bra,9,Zinho,Left midfielder,Midfield,78,false
1994,Brazil,bra,17,Mazinho,Defensive midfielder,Midfield,76,false
1994,Brazil,bra,11,Romário,Centre-forward,Attack,96,true
1994,Brazil,bra,7,Bebeto,Centre-forward,Attack,90,false
1994,Brazil,bra,20,Ronaldo,Centre-forward,Attack,80,true
1994,Brazil,bra,18,Paulo Sérgio,Right winger,Attack,76,false
1994,Brazil,bra,19,Müller,Centre-forward,Attack,76,false
1994,Brazil,bra,21,Viola,Left winger,Attack,74,false
1994,Argentina,arg,1,Goycochea,Goalkeeper,Goalkeepers,83,false
1994,Argentina,arg,12,Islas,Goalkeeper,Goalkeepers,78,false
1994,Argentina,arg,22,Scoponi,Goalkeeper,Goalkeepers,70,false
1994,Argentina,arg,4,Sensini,Centre-back,Defence,82,false
1994,Argentina,arg,6,Ruggeri,Centre-back,Defence,82,false
1994,Argentina,arg,3,Chamot,Left-back,Defence,81,false
1994,Argentina,arg,13,Cáceres,Centre-back,Defence,73,false
1994,Argentina,arg,16,H. Díaz,Centre-back,Defence,73,false
1994,Argentina,arg,2,Vázquez,Right-back,Defence,72,false
1994,Argentina,arg,15,Borelli,Centre-back,Defence,72,false
1994,Argentina,arg,10,Maradona,Attacking midfielder,Midfield,92,true
1994,Argentina,arg,5,Redondo,Midfielder,Midfield,89,false
1994,Argentina,arg,14,Simeone,Defensive midfielder,Midfield,86,false
1994,Argentina,arg,17,Ortega,Attacking midfielder,Midfield,83,false
1994,Argentina,arg,20,L. Rodríguez,Defensive midfielder,Midfield,75,false
1994,Argentina,arg,8,Basualdo,Defensive midfielder,Midfield,74,false
1994,Argentina,arg,18,Hugo Pérez,Midfielder,Midfield,73,false
1994,Argentina,arg,21,Mancuso,Attacking midfielder,Midfield,70,false
1994,Argentina,arg,9,Batistuta,Centre-forward,Attack,92,true
1994,Argentina,arg,7,Caniggia,Centre-forward,Attack,87,false
1994,Argentina,arg,19,Balbo,Centre-forward,Attack,79,false
1994,Argentina,arg,11,Medina Bello,Left winger,Attack,72,false
1994,Italy,ita,1,Pagliuca,Goalkeeper,Goalkeepers,83,false
1994,Italy,ita,12,Marchegiani,Goalkeeper,Goalkeepers,74,false
1994,Italy,ita,22,Bucci,Goalkeeper,Goalkeepers,70,false
1994,Italy,ita,5,Maldini,Left-back,Defence,89,true
1994,Italy,ita,6,Baresi,Centre-back,Defence,87,true
1994,Italy,ita,4,Costacurta,Centre-back,Defence,83,false
1994,Italy,ita,9,Tassotti,Right-back,Defence,76,false
1994,Italy,ita,2,Apolloni,Centre-back,Defence,74,false
1994,Italy,ita,3,Benarrivo,Right-back,Defence,73,false
1994,Italy,ita,7,Minotti,Centre-back,Defence,73,false
1994,Italy,ita,8,Mussi,Right-back,Defence,73,false
1994,Italy,ita,10,R. Baggio,Attacking midfielder,Midfield,92,true
1994,Italy,ita,11,Albertini,Midfielder,Midfield,85,false
1994,Italy,ita,16,Donadoni,Left midfielder,Midfield,82,false
1994,Italy,ita,13,D. Baggio,Defensive midfielder,Midfield,80,false
1994,Italy,ita,14,Berti,Defensive midfielder,Midfield,78,false
1994,Italy,ita,15,Conte,Midfielder,Midfield,76,false
1994,Italy,ita,17,Evani,Left midfielder,Midfield,70,false
1994,Italy,ita,21,Zola,Left winger,Attack,83,false
1994,Italy,ita,20,Signori,Centre-forward,Attack,80,false
1994,Italy,ita,18,Casiraghi,Centre-forward,Attack,77,false
1994,Italy,ita,19,Massaro,Centre-forward,Attack,75,false
1994,Mexico,mex,1,Campos,Goalkeeper,Goalkeepers,87,true
1994,Mexico,mex,12,F. Fernández,Goalkeeper,Goalkeepers,72,false
1994,Mexico,mex,22,A. Chávez,Goalkeeper,Goalkeepers,71,false
1994,Mexico,mex,2,C. Suárez,Centre-back,Defence,82,false
1994,Mexico,mex,3,J.D. Ramírez,Centre-back,Defence,76,false
1994,Mexico,mex,21,R. Gutiérrez,Right-back,Defence,74,false
1994,Mexico,mex,18,Salgado,Right-back,Defence,71,false
1994,Mexico,mex,8,García Aspe,Midfielder,Midfield,83,false
1994,Mexico,mex,5,R. Ramírez,Defensive midfielder,Midfield,82,false
1994,Mexico,mex,4,Ambríz,Defensive midfielder,Midfield,78,false
1994,Mexico,mex,17,Galindo,Attacking midfielder,Midfield,77,false
1994,Mexico,mex,6,Bernal,Defensive midfielder,Midfield,76,false
1994,Mexico,mex,15,Espinoza,Midfielder,Midfield,75,false
1994,Mexico,mex,20,J. Rodríguez,Defensive midfielder,Midfield,75,false
1994,Mexico,mex,14,Del Olmo,Midfielder,Midfield,74,false
1994,Mexico,mex,13,J.C. Chávez,Midfielder,Midfield,72,false
1994,Mexico,mex,9,H. Sánchez,Centre-forward,Attack,91,true
1994,Mexico,mex,10,L. García,Centre-forward,Attack,84,false
1994,Mexico,mex,7,Hermosillo,Centre-forward,Attack,79,false
1994,Mexico,mex,11,Zague,Centre-forward,Attack,79,false
1994,Mexico,mex,16,Valdéz,Centre-forward,Attack,73,false
1994,Mexico,mex,19,Salvador,Centre-forward,Attack,73,false
1994,Romania,rou,1,Prunea,Goalkeeper,Goalkeepers,76,false
1994,Romania,rou,12,Stelea,Goalkeeper,Goalkeepers,75,false
1994,Romania,rou,22,Preda,Goalkeeper,Goalkeepers,70,false
1994,Romania,rou,2,Petrescu,Right-back,Defence,82,false
1994,Romania,rou,4,Belodedici,Centre-back,Defence,80,false
1994,Romania,rou,3,Prodan,Centre-back,Defence,78,false
1994,Romania,rou,13,Selymes,Left-back,Defence,76,false
1994,Romania,rou,14,Mihali,Centre-back,Defence,75,false
1994,Romania,rou,19,Papură,Centre-back,Defence,71,false
1994,Romania,rou,10,Hagi,Attacking midfielder,Midfield,88,true
1994,Romania,rou,6,Popescu,Defensive midfielder,Midfield,85,true
1994,Romania,rou,7,Munteanu,Midfielder,Midfield,81,false
1994,Romania,rou,5,Lupescu,Defensive midfielder,Midfield,80,false
1994,Romania,rou,15,Panduru,Defensive midfielder,Midfield,74,false
1994,Romania,rou,18,Gâlcă,Defensive midfielder,Midfield,74,false
1994,Romania,rou,20,Stîngă,Attacking midfielder,Midfield,74,false
1994,Romania,rou,8,Chiriță,Defensive midfielder,Midfield,72,false
1994,Romania,rou,9,Răducioiu,Centre-forward,Attack,83,false
1994,Romania,rou,11,Dumitrescu,Left winger,Attack,82,false
1994,Romania,rou,17,Moldovan,Centre-forward,Attack,76,false
1994,Romania,rou,16,Vlădoiu,Centre-forward,Attack,72,false
1994,Romania,rou,21,Ivan,Right winger,Attack,71,false
1994,Sweden,swe,1,Ravelli,Goalkeeper,Goalkeepers,82,false
1994,Sweden,swe,22,Hedman,Goalkeeper,Goalkeepers,72,false
1994,Sweden,swe,12,L. Eriksson,Goalkeeper,Goalkeepers,71,false
1994,Sweden,swe,3,P. Andersson,Centre-back,Defence,80,false
1994,Sweden,swe,2,R. Nilsson,Right-back,Defence,79,false
1994,Sweden,swe,4,Björklund,Centre-back,Defence,78,false
1994,Sweden,swe,5,Ljung,Left-back,Defence,75,false
1994,Sweden,swe,14,Kåmark,Centre-back,Defence,75,false
1994,Sweden,swe,13,M. Nilsson,Right-back,Defence,72,false
1994,Sweden,swe,15,Lučić,Centre-back,Defence,71,false
1994,Sweden,swe,20,Erlingmark,Centre-back,Defence,70,false
1994,Sweden,swe,9,Thern,Defensive midfielder,Midfield,82,false
1994,Sweden,swe,6,Schwarz,Midfielder,Midfield,81,false
1994,Sweden,swe,8,Ingesson,Defensive midfielder,Midfield,77,false
1994,Sweden,swe,18,Mild,Midfielder,Midfield,76,false
1994,Sweden,swe,17,Rehn,Midfielder,Midfield,73,false
1994,Sweden,swe,11,Brolin,Right winger,Attack,85,true
1994,Sweden,swe,19,K. Andersson,Centre-forward,Attack,83,false
1994,Sweden,swe,10,Dahlin,Centre-forward,Attack,82,false
1994,Sweden,swe,16,Limpar,Left winger,Attack,80,false
1994,Sweden,swe,7,H. Larsson,Right winger,Attack,78,false
1994,Sweden,swe,21,Blomqvist,Left winger,Attack,76,false
1994,Bulgaria,bul,1,Mihaylov,Goalkeeper,Goalkeepers,78,false
1994,Bulgaria,bul,12,Nikolov,Goalkeeper,Goalkeepers,70,false
1994,Bulgaria,bul,3,T. Ivanov,Centre-back,Defence,79,false
1994,Bulgaria,bul,5,Hubchev,Centre-back,Defence,76,false
1994,Bulgaria,bul,2,Kremenliev,Right-back,Defence,75,false
1994,Bulgaria,bul,4,Tsvetanov,Left-back,Defence,75,false
1994,Bulgaria,bul,16,Kiryakov,Right-back,Defence,74,false
1994,Bulgaria,bul,15,N. Iliev,Centre-back,Defence,71,false
1994,Bulgaria,bul,20,Balakov,Attacking midfielder,Midfield,83,false
1994,Bulgaria,bul,9,Letchkov,Defensive midfielder,Midfield,80,false
1994,Bulgaria,bul,11,Borimirov,Defensive midfielder,Midfield,76,false
1994,Bulgaria,bul,6,Yankov,Right midfielder,Midfield,75,false
1994,Bulgaria,bul,14,Genchev,Attacking midfielder,Midfield,74,false
1994,Bulgaria,bul,13,Yordanov,Left midfielder,Midfield,73,false
1994,Bulgaria,bul,19,Georgiev,Attacking midfielder,Midfield,71,false
1994,Bulgaria,bul,8,Stoichkov,Left winger,Attack,89,true
1994,Bulgaria,bul,7,Kostadinov,Right winger,Attack,82,false
1994,Bulgaria,bul,10,Sirakov,Centre-forward,Attack,78,false
1994,Bulgaria,bul,18,Aleksandrov,Centre-forward,Attack,73,false
1994,Bulgaria,bul,17,Mihtarski,Right winger,Attack,72,false
1994,Bulgaria,bul,22,Andonov,Centre-forward,Attack,71,false
1994,Bulgaria,bul,21,Yotov,Centre-forward,Attack,70,false
1994,Colombia,col,25,René Higuita,Goalkeeper,Goalkeepers,81,false
1994,Colombia,col,1,Óscar Córdoba,Goalkeeper,Goalkeepers,74,false
1994,Colombia,col,2,Andrés Escobar,Centre-back,Defence,76,false
1994,Colombia,col,4,Luis Fernando Herrera,Right-back,Defence,75,false
1994,Colombia,col,5,Hermán Gaviria,Left-back,Defence,73,false
1994,Colombia,col,13,Roberto Palacios,Centre-back,Defence,73,false
1994,Colombia,col,3,Alexis Mendoza,Centre-back,Defence,72,false
1994,Colombia,col,20,Óscar García,Centre-back,Defence,72,false
1994,Colombia,col,12,Bernardo Reddin,Right-back,Defence,71,false
1994,Colombia,col,14,Edgar Castillo,Left-back,Defence,70,false
1994,Colombia,col,15,Óscar Restrepo,Left-back,Defence,70,false
1994,Colombia,col,10,Carlos Valderrama,Midfielder,Midfield,92,true
1994,Colombia,col,19,Freddy Rincón,Midfielder,Midfield,85,false
1994,Colombia,col,17,Mauricio Serna,Defensive midfielder,Midfield,79,false
1994,Colombia,col,6,Gabriel Gómez,Defensive midfielder,Midfield,78,false
1994,Colombia,col,18,Juan Pablo Montoya,Midfielder,Midfield,76,false
1994,Colombia,col,9,Faustino Asprilla,Left winger,Attack,87,false
