year;team;name;position;rating;rating_ext;diff;is_collectible;is_legend
2010;BRA;Luisão;CB;78;80;2;false;false
2010;CIV;Gervinho;RW;78;80;2;false;false
2010;ENG;Joe Cole;LW;78;80;2;false;false
2010;GRE;Kostas Katsouranis;DM;78;80;2;false;false
2010;KOR;Lee Chung-yong;RW;78;80;2;false;false
2010;MEX;Cuauhtémoc Blanco;AM;78;80;2;false;false
2018;JPN;Shinji Okazaki;ST;78;80;2;false;false
2022;SEN;Abdou Diallo;CB;78;80;2;false;false
1994;NED;Arthur Numan;LB;77;79;2;false;false
1994;USA;John Harkes;CM;77;79;2;false;false
1998;ITA;Angelo Di Livio;RM;77;79;2;false;false
1998;YUG;Zoran Mirković;RB;77;79;2;false;false
2002;DEN;Jesper Grønkjær;RW;77;79;2;false;false
2002;GER;Thomas Linke;CB;77;79;2;false;false
2002;KOR;Lee Young-pyo;LB;77;79;2;false;false
2006;CIV;Arthur Boka;LB;77;79;2;false;false
2006;UKR;Oleh Husyev;RM;77;79;2;false;false
2010;BRA;Nilmar;ST;77;79;2;false;false
2010;CHI;Jean Beausejour;LM;77;79;2;false;false
2010;GRE;Angelos Charisteas;ST;77;79;2;false;false
2014;SUI;Tranquillo Barnetta;AM;77;79;2;false;false
2018;BRA;Renato Augusto;CM;77;79;2;false;false
2018;MAR;Younès Belhanda;AM;77;79;2;false;false
2018;SWE;Ludwig Augustinsson;LB;77;79;2;false;false
2022;KOR;Kim Seung-gyu;GK;77;79;2;false;false
2022;SRB;Nemanja Gudelj;DM;77;79;2;false;false
1990;ARG;Roberto Sensini;CB;76;78;2;false;false
1990;ARG;Ricardo Giusti;RM;76;78;2;false;false
1990;BRA;Paulo Silas;CM;76;78;2;false;false
1990;CMR;Emmanuel Kundé;CB;76;78;2;false;false
1990;EGY;Hany Ramzy;CB;76;78;2;false;false
1990;IRL;Ronnie Whelan;CM;76;78;2;false;false
1990;IRL;Ray Houghton;RM;76;78;2;false;false
1990;IRL;Andy Townsend;CM;76;78;2;false;false
1990;ITA;Aldo Serena;ST;76;78;2;false;false
1990;TCH;Luděk Mikloško;GK;76;78;2;false;false
1990;TCH;Ján Kocian;CB;76;78;2;false;false
1990;TCH;Michal Bílek;CM;76;78;2;false;false
1990;TCH;Milan Luhový;ST;76;78;2;false;false
1994;COL;Gabriel Gómez;DM;76;78;2;false;false
1994;GER;Mario Basler;RM;76;78;2;false;false
1994;NED;Rob Witschge;LM;76;78;2;false;false
1994;NGA;Victor Ikpeba;LW;76;78;2;false;false
1994;SWE;Henrik Larsson;ST;76;78;2;false;false
1998;GER;Steffen Freund;DM;76;78;2;false;false
2002;ARG;Mauricio Pochettino;CB;76;78;2;false;false
2002;DEN;Claus Jensen;CM;76;78;2;false;false
2002;ENG;Teddy Sheringham;ST;76;78;2;false;false
2002;JPN;Tsuneyasu Miyamoto;CB;76;78;2;false;false
2002;KOR;Seol Ki-hyeon;ST;76;78;2;false;false
2002;MEX;Ramón Morales;LM;76;78;2;false;false
2002;POR;Abel Xavier;RB;76;78;2;false;false
2002;POR;Paulo Bento;DM;76;78;2;false;false
2002;POR;Petit;DM;76;78;2;false;false
2002;SEN;Tony Sylva;GK;76;78;2;false;false
2002;TUR;Bülent Korkmaz;CB;76;78;2;false;false
2002;TUR;Nihat Kahveci;ST;76;78;2;false;false
2002;USA;DaMarcus Beasley;LM;76;78;2;false;false
2006;ARG;Fabricio Coloccini;CB;76;78;2;false;false
2006;ECU;Cristian Mora;GK;76;78;2;false;false
2006;GER;Robert Huth;CB;76;78;2;false;false
2006;NED;André Ooijer;CB;76;78;2;false;false
2010;ARG;Nicolás Otamendi;CB;76;78;2;false;false
2010;BRA;Josué;DM;76;78;2;false;false
2010;CHI;Mark González;LW;76;78;2;false;false
2010;CIV;Seydou Doumbia;ST;76;78;2;false;false
2010;ENG;Joe Hart;GK;76;78;2;false;false
2010;JPN;Atsuto Uchida;RB;76;78;2;false;false
2010;KOR;Kim Nam-il;DM;76;78;2;false;false
2014;BRA;Bernard;LW;76;78;2;false;false
2014;CHI;Jean Beausejour;LM;76;78;2;false;false
2014;COL;Santiago Arias;RB;76;78;2;false;false
2014;GRE;Orestis Karnezis;GK;76;78;2;false;false
2014;MEX;Francisco Javier Rodríguez;CB;76;78;2;false;false
2014;NED;Michel Vorm;GK;76;78;2;false;false
2014;URU;Gastón Ramírez;AM;76;78;2;false;false
2018;CRO;Vedran Ćorluka;CB;76;78;2;false;false
2018;EGY;Ahmed Hegazi;CB;76;78;2;false;false
2018;MAR;Karim El Ahmadi;DM;76;78;2;false;false
2018;RUS;Alan Dzagoev;AM;76;78;2;false;false
2018;SUI;Roman Bürki;GK;76;78;2;false;false
2018;URU;Martín Cáceres;RB;76;78;2;false;false
2018;URU;Nahitan Nández;RM;76;78;2;false;false
2022;CRO;Bruno Petković;ST;76;78;2;false;false
2022;ECU;Gonzalo Plata;RW;76;78;2;false;false
2022;SRB;Marko Dmitrović;GK;76;78;2;false;false
1998;PAR;Denis Caniza;RB;75;77;2;false;false
2002;FRA;Djibril Cissé;ST;75;77;2;false;false
2002;IRL;Kenny Cunningham;CB;75;77;2;false;false
2002;IRL;Gary Breen;CB;75;77;2;false;false
2014;CHI;Eugenio Mena;LB;75;77;2;false;false
2014;CHI;Gonzalo Jara;CB;75;77;2;false;false
2014;CIV;Arthur Boka;LB;75;77;2;false;false
2014;CIV;Sol Bamba;CB;75;77;2;false;false
2014;GRE;Andreas Samaris;DM;75;77;2;false;false
2018;KOR;Kim Young-gwon;CB;75;77;2;false;false
2018;MAR;Nabil Dirar;RB;75;77;2;false;false
2018;SUI;Nico Elvedi;CB;75;77;2;false;false
2022;CRO;Marko Livaja;ST;75;77;2;false;false
2022;SEN;Nampalys Mendy;DM;75;77;2;false;false
1990;ARG;Juan Simón;CB;74;76;2;false;false
1990;CMR;Joseph-Antoine Bell;GK;74;76;2;false;false
1990;CMR;Stephen Tataw;RB;74;76;2;false;false
1990;COL;Gabriel Gómez;DM;74;76;2;false;false
1990;ROU;Ioan Andone;CB;74;76;2;false;false
1990;ROU;Iosif Rotariu;RB;74;76;2;false;false
1990;ROU;Ioan Lupescu;DM;74;76;2;false;false
1994;ITA;Antonio Conte;CM;74;76;2;false;false
1994;MEX;Juan de Dios Ramírez;LB;74;76;2;false;false
1994;NGA;Augustine Eguavoen;RB;74;76;2;false;false
1994;SWE;Jesper Blomqvist;LM;74;76;2;false;false
1994;USA;Claudio Reyna;CM;74;76;2;false;false
1998;CHI;Cristián Castañeda;RB;74;76;2;false;false
2002;CMR;Jacques Songo'o;GK;74;76;2;false;false
2002;ENG;Nigel Martyn;GK;74;76;2;false;false
2002;IRL;Kevin Kilbane;LM;74;76;2;false;false
2002;KOR;Lee Chun-soo;LW;74;76;2;false;false
2006;CIV;Guy Demel;RB;74;76;2;false;false
2006;CZE;Radoslav Kováč;CB;74;76;2;false;false
2006;CZE;David Jarolím;CM;74;76;2;false;false
2006;CZE;Jan Polák;DM;74;76;2;false;false
2006;ECU;Marlon Ayoví;LM;74;76;2;false;false
2006;GER;Timo Hildebrand;GK;74;76;2;false;false
2006;ITA;Angelo Peruzzi;GK;74;76;2;false;false
2006;SWE;Daniel Andersson;DM;74;76;2;false;false
2006;UKR;Vladimir Yezerskiy;CB;74;76;2;false;false
2010;CHI;Esteban Paredes;ST;74;76;2;false;false
2010;GER;Holger Badstuber;CB;74;76;2;false;false
2010;KOR;Oh Beom-seok;RB;74;76;2;false;false
2014;ALG;Saphir Taïder;CM;74;76;2;false;false
2014;CHI;Mauricio Pinilla;ST;74;76;2;false;false
2014;MEX;Marco Fabián;AM;74;76;2;false;false
2014;MEX;Carlos Peña;CM;74;76;2;false;false
2014;NGA;Godfrey Oboabona;CB;74;76;2;false;false
2014;SUI;Philippe Senderos;CB;74;76;2;false;false
2014;SUI;Haris Seferović;ST;74;76;2;false;false
2014;URU;Jorge Fucile;RB;74;76;2;false;false
2018;COL;Miguel Borja;ST;74;76;2;false;false
2018;JPN;Eiji Kawashima;GK;74;76;2;false;false
2018;JPN;Hotaru Yamaguchi;DM;74;76;2;false;false
2018;MAR;Manuel da Costa;CB;74;76;2;false;false
2022;CRO;Ante Budimir;ST;74;76;2;false;false
2022;ECU;Hernán Galíndez;GK;74;76;2;false;false
2022;ECU;Willian Pacho;CB;74;76;2;false;false
2022;KOR;Cho Gue-sung;ST;74;76;2;false;false
2022;SRB;Ivan Ilić;CM;74;76;2;false;false
1998;ARG;Pablo Cavallero;GK;73;75;2;false;false
2002;DEN;Niclas Jensen;LB;73;75;2;false;false
2002;IRL;Gary Kelly;RB;73;75;2;false;false
2002;USA;Cobi Jones;RM;73;75;2;false;false
2006;CIV;Gilles Yapi Yapo;CM;73;75;2;false;false
2006;CZE;Vratislav Lokvenc;ST;73;75;2;false;false
2010;BRA;Kléberson;CM;73;75;2;false;false
2010;GRE;Vangelis Moras;CB;73;75;2;false;false
2010;GRE;Loukas Vyntra;RB;73;75;2;false;false
2010;KOR;Cho Yong-hyung;CB;73;75;2;false;false
2014;CIV;Didier Ya Konan;ST;73;75;2;false;false
2014;CIV;Giovanni Sio;ST;73;75;2;false;false
2014;GRE;Giannis Fetfatzidis;RW;73;75;2;false;false
2014;NGA;Shola Ameobi;ST;73;75;2;false;false
2014;SUI;Valentin Stocker;LW;73;75;2;false;false
2014;URU;Álvaro González;CM;73;75;2;false;false
2014;URU;Cristhian Stuani;ST;73;75;2;false;false
2018;EGY;Ramadan Sobhi;LW;73;75;2;false;false
2018;JPN;Gōtoku Sakai;LB;73;75;2;false;false
2018;JPN;Yoshinori Muto;ST;73;75;2;false;false
2018;KOR;Jang Hyun-soo;CB;73;75;2;false;false
2018;SUI;Johan Djourou;CB;73;75;2;false;false
2018;SUI;Josip Drmić;ST;73;75;2;false;false
2018;SWE;Filip Helander;CB;73;75;2;false;false
2022;ECU;Alan Franco;DM;73;75;2;false;false
2022;ECU;Romario Ibarra;LW;73;75;2;false;false
2022;ECU;Jeremy Sarmiento;LW;73;75;2;false;false
2022;FRA;Alphonse Areola;GK;73;75;2;false;false
2022;SRB;Uroš Račić;DM;73;75;2;false;false
1990;ARG;Edgardo Bauza;CB;72;74;2;false;false
1990;CMR;Emile M'Bouh;DM;72;74;2;false;false
1990;CMR;Benjamin Massing;RB;72;74;2;false;false
1990;EGY;Ahmed El-Kass;ST;72;74;2;false;false
1990;GER;Raimond Aumann;GK;72;74;2;false;false
1990;GER;Frank Mill;ST;72;74;2;false;false
1990;ITA;Giancarlo Marocchi;CM;72;74;2;false;false
1990;ROU;Bogdan Stelea;GK;72;74;2;false;false
2002;ARG;Diego Placente;LB;72;74;2;false;false
2002;CMR;Salomon Olembé;LM;72;74;2;false;false
2002;JPN;Yutaka Akita;CB;72;74;2;false;false
2002;POR;Hugo Viana;CM;72;74;2;false;false
2002;USA;Steve Cherundolo;RB;72;74;2;false;false
2006;CIV;Blaise Kouassi;CB;72;74;2;false;false
2006;CZE;Pavel Mareš;LB;72;74;2;false;false
2006;CZE;Marek Heinz;ST;72;74;2;false;false
2006;CZE;Jiří Štajner;ST;72;74;2;false;false
2006;ECU;Jorge Guagua;CB;72;74;2;false;false
2006;GER;Mike Hanke;ST;72;74;2;false;false
2006;SUI;Valon Behrami;CM;72;74;2;false;false
2010;CIV;Aristide Zogbo;GK;72;74;2;false;false
2010;GHA;Hans Sarpei;LB;72;74;2;false;false
2010;KOR;Kim Bo-kyung;AM;72;74;2;false;false
2010;POR;Duda;LB;72;74;2;false;false
2010;POR;Ricardo Costa;CB;72;74;2;false;false
2014;BEL;Laurent Ciman;CB;72;74;2;false;false
2014;BRA;Jô;ST;72;74;2;false;false
2014;CHI;José Manuel Rojas;CB;72;74;2;false;false
2014;CIV;Ismaël Diomandé;CM;72;74;2;false;false
2014;COL;Éder Álvarez Balanta;CB;72;74;2;false;false
2014;CRC;Johnny Acosta;CB;72;74;2;false;false
2014;GER;Roman Weidenfeller;GK;72;74;2;false;false
2014;GHA;Daniel Opare;RB;72;74;2;false;false
2014;GRE;Vangelis Moras;CB;72;74;2;false;false
2014;GRE;Panagiotis Tachtsidis;DM;72;74;2;false;false
2014;MEX;Alan Pulido;ST;72;74;2;false;false
2014;NGA;Juwon Oshaniwa;LB;72;74;2;false;false
2014;SUI;Michael Lang;RB;72;74;2;false;false
2014;SUI;Mario Gavranović;ST;72;74;2;false;false
2018;COL;Camilo Vargas;GK;72;74;2;false;false
2018;JPN;Takashi Usami;LW;72;74;2;false;false
2018;KOR;Park Joo-ho;LB;72;74;2;false;false
2018;RUS;Aleksandr Samedov;RM;72;74;2;false;false
2018;URU;Gastón Silva;LB;72;74;2;false;false
2022;AUS;Riley McGree;AM;72;74;2;false;false
2022;AUS;Jamie Maclaren;ST;72;74;2;false;false
2022;ECU;Alexander Domínguez;GK;72;74;2;false;false
2022;ECU;Xavier Arreaga;CB;72;74;2;false;false
2022;JPN;Yūto Nagatomo;LB;72;74;2;false;false
2022;KOR;Kim Moon-hwan;RB;72;74;2;false;false
2022;KOR;Paik Seung-ho;CM;72;74;2;false;false
2006;ECU;Paúl Ambrosi;CB;71;73;2;false;false
2006;NED;Tim de Cler;LB;71;73;2;false;false
2006;UKR;Vyacheslav Sviderskyi;CB;71;73;2;false;false
2010;GRE;Christos Patsatzoglou;RB;71;73;2;false;false
2014;GHA;Adam Kwarasey;GK;71;73;2;false;false
2014;NGA;Reuben Gabriel;DM;71;73;2;false;false
2018;JPN;Masaaki Higashiguchi;GK;71;73;2;false;false
2018;SUI;Yvon Mvogo;GK;71;73;2;false;false
2022;ECU;Jackson Porozo;CB;71;73;2;false;false
2022;SRB;Srđan Babić;CB;71;73;2;false;false
1990;ARG;Gustavo Dezotti;ST;70;72;2;false;false
1990;YUG;Dragoje Leković;GK;70;72;2;false;false
1994;ARG;Ramón Medina Bello;ST;70;72;2;false;false
1994;MEX;Félix Fernández;GK;70;72;2;false;false
1994;MEX;Juan Carlos Chávez;LB;70;72;2;false;false
1994;SWE;Magnus Hedman;GK;70;72;2;false;false
1994;USA;Joe-Max Moore;ST;70;72;2;false;false
2002;CMR;Lucien Mettomo;CB;70;72;2;false;false
2002;DEN;Jan Michaelsen;CM;70;72;2;false;false
2002;KOR;Kim Byung-ji;GK;70;72;2;false;false
2002;MEX;Francisco Gabriel de Anda;CB;70;72;2;false;false
2002;SEN;Habib Beye;RB;70;72;2;false;false
2002;SEN;Amara Traoré;ST;70;72;2;false;false
2002;USA;Josh Wolff;ST;70;72;2;false;false
2006;ECU;José Luis Perlaza;CB;70;72;2;false;false
2006;ENG;Scott Carson;GK;70;72;2;false;false
2010;CHI;Miguel Pinto;GK;70;72;2;false;false
2014;BRA;Henrique;CB;70;72;2;false;false
2014;CHI;Miiko Albornoz;LB;70;72;2;false;false
2014;CIV;Ousmane Viera;CB;70;72;2;false;false
2014;CIV;Mathis Bolly;RW;70;72;2;false;false
2014;GER;Ron-Robert Zieler;GK;70;72;2;false;false
2014;GHA;Samuel Inkoom;RB;70;72;2;false;false
2018;CRO;Lovre Kalinić;GK;70;72;2;false;false
2018;KOR;Kim Min-woo;LB;70;72;2;false;false
2018;KOR;Go Yo-han;RM;70;72;2;false;false
2018;SUI;François Moubandje;LB;70;72;2;false;false
2018;URU;Martín Campaña;GK;70;72;2;false;false
2022;KOR;Son Jun-ho;CM;70;72;2;false;false
2006;SUI;Mauro Lustrinelli;ST;69;71;2;false;false
2018;MAR;Aziz Bouhaddouz;ST;69;71;2;false;false
1990;CMR;Emmanuel Maboang;RM;68;70;2;false;false
1994;SWE;Magnus Erlingmark;CM;68;70;2;false;false
1994;USA;Fernando Clavijo;RB;68;70;2;false;false
2002;CMR;Joseph Ndo;AM;68;70;2;false;false
2002;DEN;Jesper Christiansen;GK;68;70;2;false;false
2002;DEN;Steven Lustü;CB;68;70;2;false;false
2002;SEN;Moussa N'Diaye;CM;68;70;2;false;false
2006;UKR;Bohdan Shust;GK;68;70;2;false;false
2010;POR;Daniel Fernandes;GK;68;70;2;false;false
2014;CHI;Cristopher Toselli;GK;68;70;2;false;false
2014;COL;Faryd Mondragón;GK;68;70;2;false;false
2014;NGA;Kunle Odunlami;RB;68;70;2;false;false
2014;URU;Rodrigo Muñoz;GK;68;70;2;false;false
2018;RUS;Vladimir Gabulov;GK;68;70;2;false;false
2022;AUS;Danny Vukovic;GK;68;70;2;false;false
2022;KOR;Cho Yu-min;CB;68;70;2;false;false
1994;NGA;Alloysius Agu;GK;66;68;2;false;false
1994;USA;Frank Klopas;ST;66;68;2;false;false
2002;KOR;Choi Eun-sung;GK;66;68;2;false;false
2014;BEL;Sammy Bossut;GK;66;68;2;false;false
2022;CRC;Daniel Chacón;CB;66;68;2;false;false
2022;CRC;Anthony Contreras;ST;66;68;2;false;false
1990;CMR;Alphonse Yombi;CB;64;66;2;false;false
1994;NGA;Wilfred Agbonavbare;GK;64;66;2;false;false
2002;SEN;Kalidou Cissokho;GK;64;66;2;false;false
2022;CRC;Youstin Salas;CM;63;65;2;false;false
2014;ARG;Lionel Messi;RW;95;96;1;true;true
2014;BRA;Neymar;LW;92;93;1;true;true
1998;ARG;Gabriel Batistuta;ST;91;92;1;true;true
2014;GER;Thomas Müller;RW;91;92;1;true;true
2002;BRA;Roberto Carlos;LB;90;91;1;true;true
2010;ESP;Iker Casillas;GK;90;91;1;true;true
2010;POR;Cristiano Ronaldo;RW;90;91;1;true;true
2014;BRA;Thiago Silva;CB;90;91;1;true;true
2014;GER;Toni Kroos;CM;90;91;1;true;true
2014;NED;Arjen Robben;RW;90;91;1;true;true
2014;URU;Luis Suárez;ST;90;91;1;true;true
1998;BRA;Rivaldo;AM;89;90;1;false;true
2006;FRA;Thierry Henry;ST;89;90;1;false;true
2006;GER;Michael Ballack;AM;89;90;1;false;true
2014;COL;James Rodríguez;AM;89;90;1;false;true
2014;URU;Diego Godín;CB;89;90;1;false;true
1994;BUL;Hristo Stoichkov;LW;88;89;1;false;true
1998;BRA;Roberto Carlos;LB;88;89;1;false;true
1998;NED;Jaap Stam;CB;88;89;1;false;true
2002;BRA;Cafu;RB;88;89;1;false;true
2006;ARG;Juan Román Riquelme;AM;88;89;1;false;true
2006;ENG;Frank Lampard;CM;88;89;1;false;false
2010;ESP;Carles Puyol;CB;88;89;1;false;true
2014;GER;Mats Hummels;CB;88;89;1;false;false
2014;URU;Edinson Cavani;ST;88;89;1;false;false
2018;ESP;David Silva;AM;88;89;1;false;false
1994;GER;Jürgen Klinsmann;ST;87;88;1;false;true
1998;ARG;Javier Zanetti;RB;87;88;1;false;true
1998;DEN;Peter Schmeichel;GK;87;88;1;false;true
1998;ENG;Alan Shearer;ST;87;88;1;false;true
1998;FRA;Marcel Desailly;CB;87;88;1;false;true
2006;BRA;Lúcio;CB;87;88;1;false;false
2006;BRA;Roberto Carlos;LB;87;88;1;false;false
2006;BRA;Adriano;ST;87;88;1;false;false
2006;ENG;John Terry;CB;87;88;1;false;false
2006;POR;Luís Figo;RW;87;88;1;false;true
2010;ESP;Gerard Piqué;CB;87;88;1;false;false
2010;ESP;Xabi Alonso;CM;87;88;1;false;false
2014;BRA;Marcelo;LB;87;88;1;false;false
2014;GER;Jérôme Boateng;CB;87;88;1;false;false
2014;NED;Wesley Sneijder;AM;87;88;1;false;true
2018;ARG;Ángel Di María;LW;87;88;1;false;true
2018;BRA;Thiago Silva;CB;87;88;1;false;true
2018;BRA;Marcelo;LB;87;88;1;false;false
2022;MAR;Achraf Hakimi;RB;87;88;1;false;true
1998;GER;Oliver Kahn;GK;86;87;1;false;true
1998;NED;Patrick Kluivert;ST;86;87;1;false;false
1998;NED;Marc Overmars;LW;86;87;1;false;false
2002;ITA;Alessandro Nesta;CB;86;87;1;false;true
2006;ENG;Rio Ferdinand;CB;86;87;1;false;false
2006;ITA;Alessandro Nesta;CB;86;87;1;false;true
2006;POR;Deco;AM;86;87;1;false;true
2010;ARG;Gonzalo Higuaín;ST;86;87;1;false;false
2010;ARG;Sergio Agüero;ST;86;87;1;false;false
2010;ENG;Ashley Cole;LB;86;87;1;false;false
2010;ENG;Frank Lampard;CM;86;87;1;false;true
2010;GER;Bastian Schweinsteiger;CM;86;87;1;false;true
2014;ARG;Javier Mascherano;DM;86;87;1;false;false
2018;KOR;Son Heung-min;LW;86;87;1;false;false
2018;URU;Edinson Cavani;ST;86;87;1;false;true
2022;CRO;Mateo Kovačić;CM;86;87;1;false;false
1998;ARG;Roberto Ayala;CB;85;86;1;false;false
1998;ARG;Ariel Ortega;AM;85;86;1;false;false
1998;BRA;Cafu;RB;85;86;1;false;true
1998;CHI;Marcelo Salas;ST;85;86;1;false;true
1998;COL;Faustino Asprilla;ST;85;86;1;false;true
1998;CRO;Zvonimir Boban;AM;85;86;1;false;true
1998;ENG;David Seaman;GK;85;86;1;false;false
1998;ENG;David Beckham;RM;85;86;1;false;true
1998;GER;Jürgen Klinsmann;ST;85;86;1;false;true
1998;NED;Edwin van der Sar;GK;85;86;1;false;false
1998;NED;Frank de Boer;CB;85;86;1;false;false
2002;ITA;Fabio Cannavaro;CB;85;86;1;false;true
2006;ARG;Roberto Ayala;CB;85;86;1;false;false
2010;CIV;Yaya Touré;CM;85;86;1;false;false
2010;ENG;John Terry;CB;85;86;1;false;false
2014;BEL;Thibaut Courtois;GK;85;86;1;false;false
2014;FRA;Hugo Lloris;GK;85;86;1;false;true
2018;ARG;Gonzalo Higuaín;ST;85;86;1;false;false
2018;FRA;Hugo Lloris;GK;85;86;1;false;false
2022;CRO;Marcelo Brozović;DM;85;86;1;false;false
1990;COL;Carlos Valderrama;AM;84;85;1;false;true
1994;SWE;Tomas Brolin;AM;84;85;1;false;true
1998;ARG;Diego Simeone;DM;84;85;1;false;false
1998;CRO;Robert Prosinečki;AM;84;85;1;false;true
1998;ENG;Tony Adams;CB;84;85;1;false;false
1998;ENG;Paul Scholes;CM;84;85;1;false;false
1998;YUG;Predrag Mijatović;ST;84;85;1;false;false
2002;ESP;Iker Casillas;GK;84;85;1;false;false
2006;ITA;Fabio Grosso;LB;84;85;1;false;false
2006;ITA;Gianluca Zambrotta;RB;84;85;1;false;false
2010;GER;Mesut Özil;AM;84;85;1;false;false
2010;POR;Ricardo Carvalho;CB;84;85;1;false;false
2014;URU;Fernando Muslera;GK;84;85;1;false;false
2018;ESP;Diego Costa;ST;84;85;1;false;false
2018;FRA;Samuel Umtiti;CB;84;85;1;false;false
1994;BRA;Aldair;CB;83;84;1;false;false
1998;COL;Carlos Valderrama;AM;83;84;1;false;true
1998;FRA;Youri Djorkaeff;AM;83;84;1;false;false
1998;ITA;Filippo Inzaghi;ST;83;84;1;false;false
1998;NGA;Taribo West;CB;83;84;1;false;false
1998;YUG;Dragan Stojković;AM;83;84;1;false;false
2002;ENG;Rio Ferdinand;CB;83;84;1;false;true
2006;BRA;Robinho;LW;83;84;1;false;false
2006;GER;Torsten Frings;DM;83;84;1;false;false
2006;SWE;Olof Mellberg;CB;83;84;1;false;false
2006;SWE;Fredrik Ljungberg;RM;83;84;1;false;false
2010;CIV;Kolo Touré;CB;83;84;1;false;false
2018;MAR;Medhi Benatia;CB;83;84;1;false;true
1990;ARG;Sergio Goycochea;GK;82;83;1;false;false
1990;BRA;Dunga;DM;82;83;1;false;false
1990;GER;Klaus Augenthaler;CB;82;83;1;false;false
1990;ITA;Giuseppe Bergomi;RB;82;83;1;false;false
1994;BUL;Krasimir Balakov;AM;82;83;1;false;false
1994;ITA;Alessandro Costacurta;CB;82;83;1;false;false
1994;ROU;Florin Răducioiu;ST;82;83;1;false;false
1994;SWE;Kennet Andersson;ST;82;83;1;false;false
1998;BRA;Cláudio Taffarel;GK;82;83;1;false;false
1998;COL;Freddy Rincón;CM;82;83;1;false;false
1998;CRO;Robert Jarni;LB;82;83;1;false;false
1998;CRO;Aljoša Asanović;AM;82;83;1;false;false
1998;ENG;Paul Ince;DM;82;83;1;false;false
1998;FRA;Thierry Henry;RW;82;83;1;false;true
1998;GER;Andreas Möller;AM;82;83;1;false;false
1998;YUG;Siniša Mihajlović;CB;82;83;1;false;false
2002;GER;Dietmar Hamann;DM;82;83;1;false;false
2006;FRA;Willy Sagnol;RB;82;83;1;false;false
2006;NED;Wesley Sneijder;AM;82;83;1;false;false
2006;POR;Ricardo;GK;82;83;1;false;false
2006;POR;Pauleta;ST;82;83;1;false;false
2006;SWE;Andreas Isaksson;GK;82;83;1;false;false
2010;CHI;Claudio Bravo;GK;82;83;1;false;true
2014;GER;Miroslav Klose;ST;82;83;1;false;true
2014;MEX;Andrés Guardado;LM;82;83;1;false;false
2014;NGA;John Obi Mikel;DM;82;83;1;false;true
2022;SEN;Ismaïla Sarr;RW;82;83;1;false;false
1994;ROU;Dan Petrescu;RB;81;82;1;false;false
1994;SWE;Jonas Thern;DM;81;82;1;false;false
1998;ARG;Carlos Roa;GK;81;82;1;false;false
1998;ARG;Matías Almeyda;DM;81;82;1;false;false
1998;CHI;José Luis Sierra;AM;81;82;1;false;false
1998;COL;Óscar Córdoba;GK;81;82;1;false;false
1998;ENG;Teddy Sheringham;ST;81;82;1;false;false
1998;GER;Jürgen Kohler;CB;81;82;1;false;false
1998;GER;Christian Ziege;LB;81;82;1;false;false
1998;ITA;Francesco Toldo;GK;81;82;1;false;false
1998;ITA;Alessandro Costacurta;CB;81;82;1;false;false
1998;NED;Michael Reiziger;RB;81;82;1;false;false
1998;NGA;Daniel Amokachi;ST;81;82;1;false;false
1998;PAR;José Cardozo;ST;81;82;1;false;false
2002;IRL;Damien Duff;LW;81;82;1;false;true
2006;ARG;Javier Saviola;ST;81;82;1;false;false
2006;FRA;Éric Abidal;LB;81;82;1;false;false
2006;SWE;Kim Källström;CM;81;82;1;false;false
2006;UKR;Oleksandr Shovkovskyi;GK;81;82;1;false;false
2010;ARG;Maxi Rodríguez;RM;81;82;1;false;false
2014;BRA;Luiz Gustavo;DM;81;82;1;false;false
2014;COL;Jackson Martínez;ST;81;82;1;false;false
2014;GER;Benedikt Höwedes;CB;81;82;1;false;false
2014;NGA;Victor Moses;LW;81;82;1;false;false
1990;ITA;Carlo Ancelotti;CM;80;81;1;false;false
1990;TCH;Ivan Hašek;CM;80;81;1;false;false
1998;ENG;Gary Neville;RB;80;81;1;false;false
1998;GER;Markus Babbel;RB;80;81;1;false;false
1998;NED;Arthur Numan;LB;80;81;1;false;false
1998;NGA;Victor Ikpeba;ST;80;81;1;false;false
1998;YUG;Savo Milošević;ST;80;81;1;false;false
1998;YUG;Darko Kovačević;ST;80;81;1;false;false
2006;BRA;Luisão;CB;80;81;1;false;false
2006;CZE;Marek Jankulovski;LB;80;81;1;false;false
2006;FRA;Grégory Coupet;GK;80;81;1;false;false
2006;UKR;Andriy Voronin;ST;80;81;1;false;false
2010;BRA;Felipe Melo;DM;80;81;1;false;false
2010;CIV;Didier Zokora;DM;80;81;1;false;false
2010;CIV;Salomon Kalou;LW;80;81;1;false;false
2010;GHA;Asamoah Gyan;ST;80;81;1;false;false
2010;MEX;Andrés Guardado;LM;80;81;1;false;false
2014;ALG;Sofiane Feghouli;RW;80;81;1;false;false
2014;ALG;Yacine Brahimi;AM;80;81;1;false;false
2014;BEL;Dries Mertens;LW;80;81;1;false;false
2014;COL;Mario Yepes;CB;80;81;1;false;false
2014;GRE;Giorgos Samaras;LW;80;81;1;false;false
2014;NGA;Emmanuel Emenike;ST;80;81;1;false;false
2014;URU;Maxi Pereira;RB;80;81;1;false;false
2014;URU;Martín Cáceres;RB;80;81;1;false;false
2018;BRA;Paulinho;CM;80;81;1;false;false
2018;FRA;Benjamin Pavard;RB;80;81;1;false;false
2018;URU;Lucas Torreira;DM;80;81;1;false;false
2022;ECU;Enner Valencia;ST;80;81;1;false;false
